names,state,electoral_position,electoral_level,electoral_branch,candidate_page,campaign_website_url,camp_hand,off_hand,per_hand,party,election_result,number_of_votes_for_race,number_of_votes_for_candidate,vote_share,error-type_color-contrast,error-type_landmark-one-main,error-type_region,error-type_link-name,error-type_label,error-type_page-has-heading-one,error-type_meta-viewport,error-type_heading-order,error-type_image-alt,error-type_bypass,error-type_empty-heading,number_of_pages,number_of_total_errors,number_of_critical_errors,number_of_serious_errors,number_of_moderate_errors,number_of_minor_errors,number_of_words,number_of_unique_words,ease_of_reading,error-type_tabindex,error-type_aria-allowed-role,error-type_aria-valid-attr-value,error-type_frame-title,error-type_duplicate-id-aria,error-type_skip-link,error-type_duplicate-id,error-type_html-has-lang,error-type_document-title,error-type_aria-roles,error-type_aria-valid-attr,error-type_button-name,error-type_checkboxgroup,error-type_definition-list,error-type_frame-title-unique,error-type_duplicate-id-active,error-type_label-title-only,error-type_image-redundant-alt,error-type_autocomplete-valid,error-type_aria-required-children,error-type_listitem,error-type_aria-allowed-attr,error-type_list,error-type_landmark-no-duplicate-banner,error-type_landmark-contentinfo-is-top-level,error-type_input-image-alt,number_of_total_trackers,behaviour_event_listeners,canvas_fingerprinters,canvas_font_fingerprinters,cookies,fb_pixel_events,key_logging,session_recorders,third_party_trackers,error-type_landmark-no-duplicate-contentinfo,error-type_radiogroup,error-type_landmark-main-is-top-level,error-type_aria-required-attr,error-type_meta-viewport-large,location,error-type_dlitem,error-type_landmark-banner-is-top-level,error-type_meta-refresh,error-type_aria-required-parent,error-type_marquee,error-type_object-alt,area,error-type_area-alt,error-type_table-duplicate-name,competitiveness
Daryl Scott,South,House,Federal,Legislative,https://ballotpedia.org/Daryl_Scott,https://www.scottforsc.com/,ScottForSC,,,Democratic Party,Lost,"168,109","61,049",0.363,,,,6,,,,,,,,3,6,0,6,0,0,536,254,62.35333333,,,,,,,,,,,,,,,,,,,,,,,,,,,44,6,0,0,5,0,0,0,33,,,,,,South Carolina 7th,,,,,,,,,,0.137
Collin Duprel,South,House,Federal,Legislative,https://ballotpedia.org/Collin_Duprel,https://collinforcongress.com/,,,,Libertarian Party,Lost,"167,123","35,672",0.213,4,1,1,,,1,,,,,,1,8,1,4,3,0,583,333,57.3,,,,,,,,,,,,,1,,,,,,,,,,,,,,7,6,1,0,0,0,0,0,0,,,,,,South Dakota 1st,,,,,,,,,,0.287
Cameron Parsons,Tennessee,House,Federal,Legislative,https://ballotpedia.org/Cameron_Parsons,https://www.tn1.us,CParsonsTN1,,,Democratic Party,Lost,"187,896","37,032",0.197,,,22,21,,,,,43,,8,22,729,65,43,66,555,7456,1812,-119.1336364,,547,,,,,,,,,,,,,,,,,,,22,22,,22,,,5,3,1,0,1,0,0,0,0,22,,,,,Tennessee 1st,,,,,,,,,,0.303
Odessa Kelly,Tennessee,House,Federal,Legislative,https://ballotpedia.org/Odessa_Kelly,http://odessaforcongress.com/,OdessaKellyTN,,,Democratic Party,Lost,"180,678","68,897",0.381,110,36,36,180,18,36,,30,,2,2,36,766,18,302,138,308,12596,2352,38.49333333,,136,,,,,170,,,,,,,,,10,,,,,,,,,,,87,12,1,0,33,5,0,0,36,,,,,,Tennessee 7th,,,,,,,,,,0.119
Charlotte Bergmann,Tennessee,House,Federal,Legislative,https://ballotpedia.org/Charlotte_Bergmann,https://bergmannforcongress.com,ElectBergmann,,,Republican Party,Lost,"133,859","35,112",0.262,29,11,11,71,6,8,,12,7,,,11,166,17,104,42,3,5147,1075,44.97818182,,,,,1,,3,,,,,,,,,1,,,,,1,,,,,,13,7,0,0,0,1,0,0,5,,5,,,,Tennessee 9th,,,,,,,,,,0.238
Jrmar Jefferson,Texas,House,Federal,Legislative,https://ballotpedia.org/Jrmar_Jefferson,https://www.jeffersonforcongress.com/,,,JrmarJefferson,Democratic Party,Lost,"227,630","49,877",0.219,4,,1,8,,1,,2,1,,,4,18,1,12,4,1,1555,611,45.185,,,,,,,1,,,,,,,,,,,,,,,,,,,,46,6,0,0,5,0,0,0,35,,,,,,Texas 1st,,,,,,,,,,0.281
Sandeep Srivastava,Texas,House,Federal,Legislative,https://ballotpedia.org/Sandeep_Srivastava,http://sandeepfortexas.com/,sandeepfortexas,,,Democratic Party,Lost,"229,218","85,656",0.374,2,5,5,20,7,1,,1,12,1,,5,59,19,28,12,0,1391,578,54.794,,,,,,,,5,,,,,,,,,,,,,,,,,,,4,3,0,0,1,0,0,0,0,,,,,,Texas 3rd,,,,,,,,,,0.126
Iro Omere,Texas,House,Federal,Legislative,https://ballotpedia.org/Iro_Omere,https://www.omereforcongress.com/,IroghamaTX,,,Democratic Party,Lost,"240,043","73,794",0.307,2,1,1,1,,,1,,1,,,1,8,2,4,2,0,60,41,73.68,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,0,0,0,3,0,0,0,0,,,,,,Texas 4th,,,,,,,,,,0.193
John Simmons,Texas,House,Federal,Legislative,https://ballotpedia.org/John_Simmons_(Texas),https://www.johnsimmonsforcongress.com/,CongressRancher,,,Libertarian Party,Lost,"240,043","5,519",0.023,91,,,,,19,,1,,,,20,211,0,141,20,50,2479,498,51.008,20,50,,,,,,,,,,,,,,20,,,10,,,,,,,,16,5,0,0,3,0,0,0,8,,,,,,Texas 4th,,,,,,,,,,0.477
Johnny Teague,Texas,House,Federal,Legislative,https://ballotpedia.org/Johnny_Teague,https://www.johnnyteague.com/,for_teague,,,Republican Party,Lost,"128,724","45,927",0.357,5,1,1,3,2,,,1,,,,1,26,3,11,3,9,868,393,37.44,,6,,,,,3,,,,,,1,,,,3,,,,,,,,,,59,23,6,1,12,0,0,2,15,,,,,,Texas 7th,,,,,,,,,,0.143
Laura Jones,Texas,House,Federal,Legislative,https://ballotpedia.org/Laura_Jones_(Texas),https://laurajonesforcongress.com/,CongressLaura,,,Democratic Party,Lost,"174,837","50,126",0.287,17,,,,,,,,,,,1,17,0,17,0,0,286,172,53.55,,,,,,,,,,,,,,,,,,,,,,,,,,,46,10,0,0,5,0,0,0,31,,,,,,Texas 8th,,,,,,,,,,0.213
Jimmy Leon,Texas,House,Federal,Legislative,https://ballotpedia.org/Jimmy_Leon,https://www.jimmyileonuscongressd-9.org/,,,,Republican Party,Lost,"120,213","27,221",0.226,2,1,1,1,,,1,,1,,,1,8,2,4,2,0,60,41,73.68,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,0,0,0,3,0,0,0,0,,,,,,Texas 9th,,,,,,,,,,0.274
Trey Hunt,Texas,House,Federal,Legislative,https://ballotpedia.org/Trey_Hunt,https://www.huntforcongress.org/,VoteHunt2022,,,Democratic Party,Lost,"214,666","79,784",0.372,81,,,82,2,1,,21,,,,19,212,26,163,22,1,6435,1415,64.61894737,,,,,,,1,,,17,3,3,1,,,,,,,,,,,,,,123,29,3,0,23,0,0,0,68,,,,,,Texas 12th,,,,,,,,,,0.128
Mikal Williams,Texas,House,Federal,Legislative,https://ballotpedia.org/Mikal_Williams,https://www.electmikalwilliams.com/,MikalDWilliams,,,Democratic Party,Lost,"191,734","59,839",0.312,28,7,7,,28,7,,11,7,,14,7,130,35,28,32,35,6107,1606,49.62,,21,,,,,,,,,,,,,,,,,,,,,,,,,31,16,0,0,7,0,0,0,8,,,,,,Texas 14th,,,,,,,,,,0.188
Michelle Vallejo,Texas,House,Federal,Legislative,https://ballotpedia.org/Michelle_Vallejo,https://michellefortx15.com,MichelleVforTX,,,Democratic Party,Lost,"151,590","67,913",0.448,2,,,,,1,,,,,,1,3,0,2,1,0,27,25,94.83,,,,,,,,,,,,,,,,,,,,,,,,,,,38,12,4,0,4,2,0,0,16,,,,,,Texas 15th,,,,,,,,,,0.052
Irene Armendariz-Jackson,Texas,House,Federal,Legislative,https://ballotpedia.org/Irene_Armendariz-Jackson,https://irenearmendarizjackson.com/,ArmendarizDis16,,amazingurl09,Republican Party,Lost,"120,292","43,346",0.36,343,67,65,527,185,56,,16,65,,3,69,2037,767,916,205,149,14837,1551,63.32186441,,7,,31,496,1,125,4,4,6,,13,1,7,,,,14,,,,,,,,,76,15,5,0,13,4,0,0,39,,1,,,,Texas 16th,,,,,,,,,,0.14
Carmen Maria Montiel,Texas,House,Federal,Legislative,https://ballotpedia.org/Carmen_Maria_Montiel,https://carmenforcongress.com/,Carmen4Congress,,,Republican Party,Lost,"105,799","26,447",0.25,,2,4,18,2,11,,3,,,,25,151,2,19,20,110,2473,756,66.72,,110,,1,,,,,,,,,,,,,,,,,,,,,,,26,14,4,0,4,0,0,0,4,,,,,,Texas 18th,,,,,,,,,,0.25
Vince Duncan,Texas,House,Federal,Legislative,https://ballotpedia.org/Vince_Duncan,https://www.vinceforus.com/,,,duncanvince23,Independent,Lost,"105,799","1,765",0.017,,12,12,2,,8,,6,47,,2,12,106,47,19,38,2,5531,1338,47.48083333,5,,,12,,,,,,,,,,,,,,,,,,,,,,,56,3,1,0,20,0,0,0,32,,,,,,Texas 18th,,,,,,,,,,0.483
Claudia Zapata,Texas,House,Federal,Legislative,https://ballotpedia.org/Claudia_Zapata,https://www.conclaudia.com,PoderConClaudia,,,Democratic Party,Lost,"305,375","114,599",0.375,151,,2,10,,5,,7,,,,10,205,0,173,14,18,1105,379,71.19777778,10,18,,,,,,,,,,,,,,2,,,,,,,,,,,31,13,0,0,4,0,0,0,14,,,,,,Texas 21st,,,,,,,,,,0.125
Joseph LeBlanc,Texas,House,Federal,Legislative,https://ballotpedia.org/Joseph_LeBlanc_(Texas),https://leblanc4texas.com/,PieRatKing,,,Libertarian Party,Lost,"241,215","5,378",0.022,90,12,12,,22,,,8,,,,12,337,33,146,80,78,3146,963,55.925,,77,,,,,1,1,,,,,,,,,,,,,55,,,11,11,,35,7,7,1,6,0,0,0,14,11,11,11,,,Texas 22nd,,4,,,,,,,,0.478
John Lira,Texas,House,Federal,Legislative,https://ballotpedia.org/John_Lira_(Texas),https://liraforcongress.com/,liraforcongress,,,Democratic Party,Lost,"178,574","69,806",0.391,239,,33,98,23,22,,30,,,,34,598,30,341,119,108,17781,2531,24.13090909,,108,,,,,,,,,,7,,,,,4,,,,,,,34,,,16,8,1,0,3,0,0,0,4,,,,,,Texas 23rd,,,,,,,,,,0.109
Francisco Lopez,Texas,House,Federal,Legislative,https://ballotpedia.org/Francisco_Lopez_(Texas),https://frank4cd23.com,usborderpatriot,,,Independent,Lost,"178,574","8,395",0.047,2,1,1,1,,,1,,1,,,1,8,2,4,2,0,60,41,73.68,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,0,0,0,3,0,0,0,0,,,,,,Texas 23rd,,,,,,,,,,0.453
Jan McDowell,Texas,House,Federal,Legislative,https://ballotpedia.org/Jan_McDowell,https://www.janmcdowell.com,JanForCongress,,,Democratic Party,Lost,"269,796","108,303",0.401,5,,,3,,7,,7,,,2,9,42,0,17,14,11,1927,733,70.59888889,9,9,,,,,,,,,,,,,,,,,,,,,,,,,17,10,0,0,3,0,0,0,4,,,,,,Texas 24th,,,,,,,,,,0.099
Cassy Garcia,Texas,House,Federal,Legislative,https://ballotpedia.org/Cassy_Garcia,https://www.cassyforcongress.com/,CasandraLGarcia,,,Republican Party,Lost,"139,585","58,869",0.422,2,1,1,1,,,1,,1,,,1,8,2,4,2,0,60,41,73.68,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,0,0,0,3,0,0,0,0,,,,,,Texas 28th,,,,,,,,,,0.078
Zachariah Manning,Texas,House,Federal,Legislative,https://ballotpedia.org/Zachariah_Manning,https://zachariahmanning.com,Zachariah4US,,,Independent,Lost,"180,513","3,820",0.021,,,9,,2,,,10,28,,,9,493,30,3,19,441,2492,693,43.96333333,,409,,3,,,32,,,,,,,,,,,,,,,,,,,,6,3,0,0,3,0,0,0,0,,,,,,Texas 30th,,,,,,,,,,0.479
Patrick Gillespie,Texas,House,Federal,Legislative,https://ballotpedia.org/Patrick_Gillespie_(Texas),https://patrickgillespie4congress33.com,,,,Republican Party,Lost,"94,055","23,535",0.25,89,8,8,,1,,,5,,,1,8,219,1,122,55,41,1289,388,52.78571429,,40,,,,,,,,,,,,,,,,,1,,32,,,8,8,,6,2,4,0,0,0,0,0,0,8,,8,,,Texas 33rd,,2,,,,,,,,0.25
Dan McQueen,Texas,House,Federal,Legislative,https://ballotpedia.org/Dan_McQueen,http://www.mcqueenforcongress.com/,,,,Republican Party,Lost,"121,659","30,566",0.251,44,5,5,,4,2,,3,4,,,5,74,8,50,15,1,944,402,69.846,,1,,1,,,,5,,,,,,,,,,,,,,,,,,,4,2,0,0,2,0,0,0,0,,,,,,Texas 35th,,,,,,,,,,0.249
Jon Haire,Texas,House,Federal,Legislative,https://ballotpedia.org/Jon_Haire,https://jonhaireforcongress.com/,jonhaire_36,,,Democratic Party,Lost,"167,368","49,536",0.296,,3,3,,,,1,,1,,,3,9,2,0,6,1,84,44,82.88333333,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,,,,,,Texas 36th,,,,,,,,,,0.204
Clark Patterson,Texas,House,Federal,Legislative,https://ballotpedia.org/Clark_Patterson,http://www.clarkpforcongress.com/,ClarkPatterso12,,ClarkPatterson,Libertarian Party,Lost,"285,789","6,332",0.022,,5,5,10,4,1,,5,18,,2,5,50,22,10,16,2,2972,753,44.328,,,,,,,,,,,,,,,,,,,,,,,,,,,49,1,0,0,18,0,0,0,30,,,,,,Texas 37th,,,,,,,,,,0.478
Nick Mitchell,Utah,House,Federal,Legislative,https://ballotpedia.org/Nick_Mitchell_(Utah),https://nickmitchellforcongress.com/,Nick4utah,,,Democratic Party,Lost,"185,209","56,504",0.305,,,,,3,,,1,,,,1,8,3,1,2,2,223,145,62.58,,1,,1,,,1,,,,,,,,,,,,,,,,,1,,,30,15,0,0,4,0,0,0,11,,,,,,Utah 2nd,,,,,,,,,,0.195
Jay Mcfarland,Utah,House,Federal,Legislative,https://ballotpedia.org/Jay_Mcfarland,https://www.jaymacforutah.com/,JayMcfarland,,,United Utah Party,Lost,"185,209","6,115",0.033,454,,42,1,70,2,,6,1,,,42,852,110,455,50,237,7816,749,45.85333333,,2,,,39,,235,,,,,,,,,,,,,,,,,,,,41,9,8,1,7,0,0,0,16,,,,,,Utah 2nd,,,,,,,,,,0.467
Glenn J. Wright,Utah,House,Federal,Legislative,https://ballotpedia.org/Glenn_J._Wright,https://wrightforutahcongressionaldistrict3.com/,,,,Democratic Party,Lost,"155,506","42,559",0.274,,1,38,,2,,,68,66,,,38,1691,71,5,108,1507,14038,1329,60.68351351,,1372,,2,,,135,,,,,3,,,,,,,,,3,,,,,,36,5,0,0,4,3,0,0,24,,,1,,,Utah 3rd,,,,,,,,,,0.226
January Walker,Utah,House,Federal,Legislative,https://ballotpedia.org/January_Walker,https://januaryforutah.com,UtahPolitician,,,United Utah Party,Lost,"151,319","9,257",0.061,,,6,,5,4,,11,7,,,17,1322,27,0,21,1274,4753,1006,48.01571429,,1212,,,,,62,,,,,15,,,,,,,,,,,,,,,12,4,0,0,4,0,0,0,4,,,,,,Utah 4th,,,,,,,,,,0.439
Liam Madden,Vermont,House,Federal,Legislative,https://ballotpedia.org/Liam_Madden,https://rebirthdemocracy.com,LiamAwakening,,,Republican Party,Lost,"279,431","78,053",0.279,306,,2,1,1,20,,,,,2,21,407,24,309,43,31,16654,3706,37.5805,,28,,2,,,1,,,,,23,,,,,,,,,,,,21,,,40,17,2,0,5,0,0,0,16,,,,,,Vermont 1st,,,,,,,,,,0.221
Ericka Redic,Vermont,House,Federal,Legislative,https://ballotpedia.org/Ericka_Redic,https://erickaredic.com,ErickaRedic,,,Libertarian Party,Lost,"279,431","12,540",0.045,112,7,25,27,5,7,,30,,,26,25,339,5,139,101,94,9723,1960,48.1164,,18,,,,7,50,,,,,,,,,,,,,,,,,25,,,39,15,2,0,4,0,0,0,18,,,,,,Vermont 1st,,,,,,,,,,0.455
Herb Jones,Virginia,House,Federal,Legislative,https://ballotpedia.org/Herb_Jones_(Virginia),https://herbjonesforvirginia.com/,herb4virginia,,,Democratic Party,Lost,"346,934","146,674",0.423,44,7,7,14,35,7,,1,,,,7,173,37,58,22,56,7308,1381,47.95857143,,42,,,2,,14,,,,,,,,,,,,,,,,,,,,13,4,3,0,5,0,0,0,1,,,,,,Virginia 1st,,,,,,,,,,0.077
Elaine Luria,Virginia,House,Federal,Legislative,https://ballotpedia.org/Elaine_Luria,https://elaineforcongress.com/,ElaineLuriaVA,,,Democratic Party,Lost,"291,705","139,675",0.479,312,7,88,91,172,9,1,,,,,89,925,178,411,200,136,11955,2298,33.61848837,,133,1,,2,10,2,,,,,,,,,8,,,,,,,,86,,,62,6,4,0,10,4,0,0,38,,,,2,1,Virginia 2nd,,,,,,,,,,0.021
Terry Namkung,Virginia,House,Federal,Legislative,https://ballotpedia.org/Terry_Namkung,https://namkungforvirginia.com/,TerryNamkung,,,Republican Party,Lost,"203,908","66,659",0.327,67,,,57,68,7,,2,,,,22,282,68,204,9,1,11690,1723,47.47454545,80,,,,,,1,,,,,,,,,,,,,,,,,,,,48,16,5,0,4,0,0,0,23,,,,,,Virginia 3rd,,,,,,,,,,0.173
Leon Benjamin Sr.,Virginia,House,Federal,Legislative,https://ballotpedia.org/Leon_Benjamin_Sr.,https://benjamin4congress.com/,Leon4Congress,,LeonBenjamin,Republican Party,Lost,"241,518","87,409",0.362,4,,4,5,,,4,11,,,,4,31,5,10,15,1,614,223,45.3075,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,8,4,3,0,1,0,0,0,0,,,,,,Virginia 4th,,,,,,,,,,0.138
Karina Lipsman,Virginia,House,Federal,Legislative,https://ballotpedia.org/Karina_Lipsman,https://www.karinaforcongress.com/,KarinaCongress,,,Republican Party,Lost,"257,759","64,768",0.251,169,,,134,,2,,11,,,7,33,396,72,304,13,7,8006,1538,61.0230303,,,,1,,,,,,49,12,11,,,,,,,,,,,,,,,72,16,2,0,7,0,0,0,47,,,,,,Virginia 8th,,,,,,,,,,0.249
Teddy Fikre,Virginia,House,Federal,Legislative,https://ballotpedia.org/Teddy_Fikre,https://fikre4va.com/,teddy_fikre,,,Independent,Lost,"257,759","3,796",0.015,1077,167,167,636,680,,,162,,,,167,3087,692,1723,496,176,94086,5713,38.21041916,,167,,10,12,,9,,,,,,,,,,,,,,,,,,,,91,15,5,0,5,0,0,0,66,,,,,,Virginia 8th,,,,,,,,,,0.485
Taysha DeVaughan,Virginia,House,Federal,Legislative,https://ballotpedia.org/Taysha_DeVaughan,https://www.devaughanforcongress.com,dev4congress,,,Democratic Party,Lost,"244,893","64,852",0.265,25,,,6,,4,,6,,,,7,65,0,47,10,8,1912,601,34.64714286,7,7,,2,,,1,,,,,,,,,7,,,,,,,,,,,48,21,2,0,5,0,0,0,20,,,,,,Virginia 9th,,,,,,,,,,0.235
Hung Cao,Virginia,House,Federal,Legislative,https://ballotpedia.org/Hung_Cao,https://www.hungcaoforcongress.com,hungcaocongress,,,Republican Party,Lost,"288,691","135,575",0.47,3,20,20,20,,20,,,,3,,20,123,0,63,60,0,4273,1061,77.19631579,,,,,,,,20,17,,,,,,,,,,,,,,,,,,43,11,2,0,9,0,0,0,21,,,,,,Virginia 10th,,,,,,,,,,0.03
James Myles,Virginia,House,Federal,Legislative,https://ballotpedia.org/James_Myles,https://www.mylesforcongress.com,Myles11CD,,,Republican Party,Lost,"278,863","93,460",0.335,,,1,1,12,,,,,,,1,21,17,2,1,1,677,363,66.98,,1,,1,3,,,,,,,,2,,,,,,,,,,,,,,75,14,7,0,9,2,0,0,43,,,,,,Virginia 11th,,,,,,,,,,0.165
Vincent Cavaleri,Washington,House,Federal,Legislative,https://ballotpedia.org/Vincent_Cavaleri,https://www.cavaleriforcongress.com/,cavalerifor,,,Republican Party,Lost,"156,659","56,902",0.363,79,,,80,2,2,,9,,,,37,290,3,239,11,37,1843,636,71.20891892,37,37,,21,,,,,,,1,,,,,22,,,,,,,,,,,21,10,0,0,3,0,0,0,8,,,,,,Washington 1st,,,,,,,,,,0.137
Dan Matthews,Washington,House,Federal,Legislative,https://ballotpedia.org/Dan_Matthews_(Washington),https://dan2congress.com,dan2congress,,,Republican Party,Lost,"188,200","72,086",0.383,8,10,10,96,10,,10,10,,,3,10,160,20,105,30,5,7172,1604,47.227,,,,1,,,2,,,,,,,,,,,,,,,,,,,,33,11,6,0,4,0,0,0,12,,,,,,Washington 2nd,,,,,,,,,,0.117
Joe Kent,Washington,House,Federal,Legislative,https://ballotpedia.org/Joe_Kent_(Washington),https://www.joekentforcongress.com,joekent16jan19,,,Republican Party,Lost,"319,759","157,685",0.493,,,1,8,2,,,,,,,1,16,2,8,1,5,558,285,33.17,,5,,,,,,,,,,,,,,,,,,,,,,,,,41,6,1,0,3,4,0,0,27,,,,,,Washington 3rd,,,,,,,,,,0.007
Doug White,Washington,House,Federal,Legislative,https://ballotpedia.org/Doug_White,https://www.dougwhite4congress.us/,DougCongress,,,Democratic Party,Lost,"122,630","37,859",0.309,1,8,5,501,5,49,,3,,,8,98,908,296,502,73,37,31130,4781,54.32916667,,13,11,,,,16,,,97,41,140,,,,,,,,,,,,,,,126,16,2,0,13,4,0,0,91,,,8,,,Washington 4th,,,,2,,,,,,0.191
Natasha Hill,Washington,House,Federal,Legislative,https://ballotpedia.org/Natasha_Hill,https://www.natashaforcongress.com/,VoteNatashaHill,,,Democratic Party,Lost,"191,659","77,977",0.407,13,,,,,2,,2,,,,8,21,1,13,4,3,3259,1364,55.27625,,1,,,,,2,,,,,1,,,,,,,,,,,,,,,75,18,2,0,9,0,0,0,46,,,,,,Washington 5th,,,,,,,,,,0.093
Elizabeth Kreiselmaier,Washington,House,Federal,Legislative,https://ballotpedia.org/Elizabeth_Kreiselmaier,https://cleanupthehouse.com/,cleanupthehouse,,,Republican Party,Lost,"218,609","83,314",0.381,,,4,14,29,,,12,,,9,7,116,31,50,16,19,1951,825,19.39571429,36,,,,2,,10,,,,,,,,,,,,,,,,,,,,98,9,6,0,26,0,0,0,57,,,,,,Washington 6th,,,,,,,,,,0.119
Douglas Michael Basler,Washington,House,Federal,Legislative,https://ballotpedia.org/Doug_Basler,https://dougbasler.com,dougbasler,,,Republican Party,Lost,"118,928","34,222",0.288,33,11,11,,6,11,,,,1,1,11,204,7,63,33,101,2884,901,31.13,,3,,26,,,97,,,,,,,,,,,,,,,,3,,,,5,4,0,0,1,0,0,0,0,,1,,,,Washington 9th,,,,,,,,,,0.212
Keith Swank,Washington,House,Federal,Legislative,https://ballotpedia.org/Keith_Swank,http://www.keithswank.com,Swank4America,,,Republican Party,Lost,"166,453","71,504",0.43,5,1,1,,,1,,,,,,1,18,0,8,3,7,742,360,51.01,,,,3,,,7,,,,,,,,,,,,,,,,,,,,16,12,1,0,1,0,0,0,2,,,,,,Washington 10th,,,,,,,,,,0.07
Belinda Fox-Spencer,West,House,Federal,Legislative,https://ballotpedia.org/Belinda_Fox-Spencer,https://www.belindafox-spencerforwvcongress.com/,bfoxspencer,,,Independent,Lost,"226,117","10,194",0.045,,,4,6,,,,5,1,,,4,17,1,6,9,1,1529,604,44.805,,1,,,,,,,,,,,,,,,,,,,,,,,,,74,16,0,0,7,0,0,0,51,,,,,,West Virginia 1st,,,,,,,,,,0.455
Barry Wendell,West,House,Federal,Legislative,https://ballotpedia.org/Barry_Wendell,https://barry4congress2022.com/,VoteforBarry,,,Democratic Party,Lost,"244,886","84,278",0.344,,1,1,,,1,,,,1,,1,4,0,1,3,0,31,28,73.64,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,,,,,,West Virginia 2nd,,,,,,,,,,0.156
Erik Olsen,Wisconsin,House,Federal,Legislative,https://ballotpedia.org/Erik_Olsen,https://olsenforliberty.com/,,,,Republican Party,Lost,"378,198","101,855",0.269,1,1,1,1,,1,1,7,,,3,1,17,1,2,10,4,39,32,40.35,,,,,,,1,,,,,,,,,,,,,,,,,,,,17,1,0,0,8,0,0,0,8,,,,,,Wisconsin 2nd,,,,,,,,,,0.231
Douglas Alexander,Wisconsin,House,Federal,Legislative,https://ballotpedia.org/Douglas_Alexander_(Wisconsin),https://www.alexanderforcongress2022.com/,,,DouglasWI1957,Independent,Lost,"378,198","7,682",0.02,10,1,1,1,1,1,,3,,,,1,27,1,19,6,1,359,221,60.75,,1,,,,,,1,,,,,,,7,,,,,,,,,,,,141,13,2,0,2,0,0,0,124,,,,,,Wisconsin 2nd,,,,,,,,,,0.48
Tim Rogers,Wisconsin,House,Federal,Legislative,https://ballotpedia.org/Tim_Rogers_(Wisconsin),https://www.rogersforwisconsin.com/,,,,Republican Party,Lost,"255,051","57,660",0.226,4,,2,,1,3,,6,,,,8,20,5,4,11,0,1407,536,84.735,,,,,,,,,,3,1,,,,,,,,,,,,,,,,46,9,0,0,5,0,0,0,32,,,,,,Wisconsin 4th,,,,,,,,,,0.274
Mike Van Someren,Wisconsin,House,Federal,Legislative,https://ballotpedia.org/Mike_Van_Someren,https://www.mikevansomeren.com/,mvsforwi,,mikevs62,Democratic Party,Lost,"378,276","134,558",0.356,6,,,,4,11,,5,,,1,20,68,4,27,16,21,12409,2646,53.38529412,20,20,,1,,,,,,,,,,,,,,,,,,,,,,,31,13,1,0,7,0,0,0,10,,,,,,Wisconsin 5th,,,,,,,,,,0.144
Richard Ausman,Wisconsin,House,Federal,Legislative,https://ballotpedia.org/Richard_Ausman,https://ausmanforuscongress.com/,,,,Democratic Party,Lost,"338,148","128,879",0.381,,,1,6,,,,1,,,,1,8,0,6,2,0,393,204,63.53,,,,,,,,,,,,,,,,,,,,,,,,,,,44,6,0,0,5,0,0,0,33,,,,,,Wisconsin 7th,,,,,,,,,,0.119
Marissa Selvig,Wyoming,House,Federal,Legislative,https://ballotpedia.org/Marissa_Selvig,https://www.selvigforcongress.com,MarissaSelvig,,,Constitution Party,Lost,"181,265","4,289",0.024,8,,,36,,8,,16,5,,2,13,146,5,86,24,31,3773,1145,18.49923077,13,29,,8,,,,,,,,,,,4,16,,,1,,,,,,,,62,22,2,0,5,0,0,0,33,,,,,,Wyoming 1st,,,,,,,,,,0.476
Steve Landers,Arkansas,Mayor,City,Executive,https://ballotpedia.org/Steve_Landers,https://landersforlr.com,SteveLittleRock,,,Nonpartisan,Lost,"63,308","25,744",0.407,328,10,32,32,,,,20,,,,32,496,14,383,64,35,8098,1267,56.25064516,23,32,7,,,2,3,,,,,,,,,,,,,7,,,,,,,194,16,1,0,69,7,1,0,100,,,,,,Little Rock,,,,,,,,,,0.093
Greg Henderson,Arkansas,Mayor,City,Executive,https://ballotpedia.org/Greg_Henderson,https://jgreghenderson.com/,jgreghenderson,,,Nonpartisan,Lost,"63,308","5,036",0.08,4,2,2,,,2,,,,1,,2,21,0,7,10,4,991,428,70.735,,4,,2,,4,,,,,,,,,,,,,,,,,,,,,51,14,6,1,6,0,0,0,24,,,,,,Little Rock,,,,,,,,,,0.42
Ashleigh Aitken,California,Mayor,City,Executive,https://ballotpedia.org/Ashleigh_Aitken,https://www.ashleighaitken.com/,,,,Nonpartisan,Won,"67,188","28,803",0.429,38,,,,1,1,,1,,,,11,55,13,38,2,2,2105,744,47.82909091,,,,,,,2,,,5,4,3,,,,,,,,,,,,,,,52,14,1,0,5,0,0,0,32,,,,,,Anaheim,,,,,,,,,,0.071
Lorri Galloway,California,Mayor,City,Executive,https://ballotpedia.org/Lorri_Galloway,https://lorrigalloway.com/,,,,Nonpartisan,Lost,"67,188","11,444",0.17,2,3,3,3,5,,,3,,,,3,29,5,5,17,2,133,66,65.25333333,,,,,,8,2,,,,,,,,,,,,,,,,,,,,21,4,0,0,3,0,0,0,14,,,,,,Anaheim,,,,,,,,,,0.33
